TAB_NAME,COL_NAME,CODE,DESCRIPTION,,,
CRASH_TB,ROAD_COND_CD,J,PREVIOUS CRASH,,,
CRASH_TB,ROAD_COND_CD,K,WATER ON ROADWAY,,,
CRASH_TB,ROAD_COND_CD,L,ANIMAL IN ROADWAY,,,
CRASH_TB,ROAD_COND_CD,M,OBJECT IN ROADWAY,,,
CRASH_TB,ROAD_COND_CD,Z,OTHER,,,
CRASH_TB,ROAD_REL_CD,A,ON ROADWAY,,,
CRASH_TB,ROAD_REL_CD,B,SHOULDER,,,
CRASH_TB,ROAD_REL_CD,C,MEDIAN,,,
CRASH_TB,ROAD_REL_CD,D,BEYOND SHOULDER - LEFT,,,
CRASH_TB,ROAD_REL_CD,E,BEYOND SHOULDER - RIGHT,,,
CRASH_TB,ROAD_REL_CD,F,BEYOND RIGHT OF WAY,,,
CRASH_TB,ROAD_REL_CD,G,GORE,,,
CRASH_TB,ROAD_REL_CD,Y,UNKNOWN,,,
CRASH_TB,ROAD_REL_CD,Z,OTHER,,,
CRASH_TB,ROAD_TYPE_CD,A,ONE-WAY ROAD,,,
CRASH_TB,ROAD_TYPE_CD,B,TWO-WAY ROAD WITH NO PHYSICAL SEPARATION,,,
CRASH_TB,ROAD_TYPE_CD,C,TWO-WAY ROAD WITH A PHYSICAL SEPARATION,,,
CRASH_TB,ROAD_TYPE_CD,D,TWO-WAY ROAD WITH A PHYSICAL BARRIER,,,
CRASH_TB,ROAD_TYPE_CD,Y,UNKNOWN,,,
CRASH_TB,ROAD_TYPE_CD,Z,OTHER,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,A,VIOLATIONS,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,B,MOVEMENT PRIOR TO CRASH,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,C,VISION OBSCUREMENTS,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,D,CONDITION OF DRIVER,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,E,VEHICLE CONDITIONS,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,F,ROAD SURFACE,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,G,ROADWAY CONDITION,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,H,LIGHTING,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,I,WEATHER,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,J,TRAFFIC CONTROL,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,K,KIND OF LOCATION,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,L,CONDITION OF PEDESTRIAN,,,
CRASH_TB,SEC_CONTRIB_FAC_CD,M,PEDESTRIAN ACTIONS,,,
CRASH_TB,SEVERITY_CD,A,FATAL,,,
CRASH_TB,SEVERITY_CD,B,SEVERE,,,
CRASH_TB,SEVERITY_CD,C,MODERATE,,,
CRASH_TB,SEVERITY_CD,D,COMPLAINT,,,
CRASH_TB,SEVERITY_CD,E,NO INJURY,,,
CRASH_TB,SURF_COND_CD,A,DRY,,,
CRASH_TB,SURF_COND_CD,B,WET,,,
CRASH_TB,SURF_COND_CD,C,SNOW/SLUSH,,,
CRASH_TB,SURF_COND_CD,D,ICE,,,
CRASH_TB,SURF_COND_CD,E,"CONTAMINANT (SAND, MUD, DIRT, OIL, ETC.)",,,
CRASH_TB,SURF_COND_CD,Y,UNKNOWN,,,
CRASH_TB,SURF_COND_CD,Z,OTHER,,,
CRASH_TB,SURF_TYPE_CD,A,CONCRETE,,,
CRASH_TB,SURF_TYPE_CD,B,BLACK TOP,,,
CRASH_TB,SURF_TYPE_CD,C,BRICK,,,
CRASH_TB,SURF_TYPE_CD,D,GRAVEL,,,
CRASH_TB,SURF_TYPE_CD,E,DIRT,,,
CRASH_TB,SURF_TYPE_CD,Y,UNKNOWN,,,
CRASH_TB,SURF_TYPE_CD,Z,OTHER,,,
CRASH_TB,WEATHER_CD,A,CLEAR,,,
CRASH_TB,WEATHER_CD,B,CLOUDY,,,
CRASH_TB,WEATHER_CD,C,RAIN,,,
CRASH_TB,WEATHER_CD,D,FOG/SMOKE,,,
CRASH_TB,WEATHER_CD,E,SLEET/HAIL,,,
CRASH_TB,WEATHER_CD,F,SNOW,,,
CRASH_TB,WEATHER_CD,G,SEVERE CROSSWIND,,,
CRASH_TB,WEATHER_CD,H,"BLOWING SAND, SOIL, DIRT, SNOW",,,
CRASH_TB,WEATHER_CD,Y,UNKNOWN,,,
CRASH_TB,WEATHER_CD,Z,OTHER,,,
OCCUP_TB,OCC_AIRBAG_CD,A,DEPLOYED,,,
OCCUP_TB,OCC_AIRBAG_CD,B,NON DEPLOYED,,,
OCCUP_TB,OCC_AIRBAG_CD,C,NON-DEPLOYED/SWITCH OFF,,,
OCCUP_TB,OCC_AIRBAG_CD,D,NOT APPLICABLE,,,
OCCUP_TB,OCC_AIRBAG_CD,Y,UNKNOWN,,,
OCCUP_TB,OCC_EJEC_CD,A,NOT EJECTED,,,
OCCUP_TB,OCC_EJEC_CD,B,TOTALLY EJECTED,,,
OCCUP_TB,OCC_EJEC_CD,C,PARTIALLY EJECTED,,,
OCCUP_TB,OCC_EJEC_CD,Y,UNKNOWN,,,
OCCUP_TB,OCC_INJ_CD,A,FATAL,,,
OCCUP_TB,OCC_INJ_CD,B,INCAPACITATING/SEVERE,,,
OCCUP_TB,OCC_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
OCCUP_TB,OCC_INJ_CD,D,POSSIBLE/COMPLAINT,,,
OCCUP_TB,OCC_INJ_CD,E,NO INJURY,,,
OCCUP_TB,OCC_POS_CD,A,FRONT SEAT - LEFT SIDE (MOTORCYCLE DRIVER),,,
OCCUP_TB,OCC_POS_CD,B,FRONT SEAT - MIDDLE,,,
OCCUP_TB,OCC_POS_CD,C,FRONT SEAT - RIGHT SIDE,,,
OCCUP_TB,OCC_POS_CD,D,SECOND SEAT - LEFT SIDE (MOTORCYCLE PASSENGER),,,
OCCUP_TB,OCC_POS_CD,E,SECOND SEAT - MIDDLE,,,
OCCUP_TB,OCC_POS_CD,F,SECOND SEAT - RIGHT SIDE,,,
OCCUP_TB,OCC_POS_CD,G,THIRD ROW - LEFT SIDE (MOTORCYCLE PASSENGER),,,
OCCUP_TB,OCC_POS_CD,H,THIRD ROW - MIDDLE,,,
OCCUP_TB,OCC_POS_CD,I,THIRD ROW - RIGHT SIDE,,,
OCCUP_TB,OCC_POS_CD,J,SLEEPER SECTION OF CAB (TRUCK),,,
OCCUP_TB,OCC_POS_CD,K,PASSENGER IN OTHER ENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
OCCUP_TB,OCC_POS_CD,L,PASSENGER IN OTHER UNENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
OCCUP_TB,OCC_POS_CD,M,PASSENGER ON TRAIN OR STREETCAR,,,
OCCUP_TB,OCC_POS_CD,N,TRAILING UNIT,,,
OCCUP_TB,OCC_POS_CD,O,RIDING ON VEHICLE EXTERIOR (NON-TRAILING UNIT),,,
OCCUP_TB,OCC_POS_CD,Y,UNKNOWN,,,
OCCUP_TB,OCC_PROTSYS_CD,A,NONE USED - VEHICLE OCCUPANT,,,
OCCUP_TB,OCC_PROTSYS_CD,B,SHOULDER BELT ONLY USED,,,
OCCUP_TB,OCC_PROTSYS_CD,C,LAP BELT ONLY USED,,,
OCCUP_TB,OCC_PROTSYS_CD,D,SHOULDER AND LAP BELT USED,,,
OCCUP_TB,OCC_PROTSYS_CD,E,CHILD SAFETY SEAT IMPROPERLY USED,,,
OCCUP_TB,OCC_PROTSYS_CD,F,CHILD SAFETY SEAT USED,,,
OCCUP_TB,OCC_PROTSYS_CD,G,HELMETS USED,,,
OCCUP_TB,OCC_PROTSYS_CD,Y,RESTRAINT USE UNKNOWN,,,
OCCUP_TB,OCC_TRAN_MED_CD,A,YES,,,
OCCUP_TB,OCC_TRAN_MED_CD,B,NO,,,
OCCUP_TB,OCC_TRAN_MED_CD,C,REFUSED AID,,,
OCCUP_TB,OCC_TRAN_MED_CD,Y,UNKNOWN,,,
OCCUP_TB,OCC_TRAP_EXTR_CD,A,NOT TRAPPED,,,
OCCUP_TB,OCC_TRAP_EXTR_CD,B,TRAPPED/EXTRICATED,,,
OCCUP_TB,OCC_TRAP_EXTR_CD,C,TRAPPED/NOT EXTRICATED,,,
OCCUP_TB,OCC_TRAP_EXTR_CD,Y,UNKNOWN,,,
PEDES_TB,PED_A_D_PRES_CD,A,NEITHER ALCOHOL NOR DRUGS PRESENT,,,
PEDES_TB,PED_A_D_PRES_CD,B,YES (ALCOHOL PRESENT),,,
PEDES_TB,PED_A_D_PRES_CD,C,YES (DRUGS PRESENT),,,
PEDES_TB,PED_A_D_PRES_CD,D,YES (ALCOHOL AND DRUGS PRESENT),,,
PEDES_TB,PED_A_D_PRES_CD,Y,UNKNOWN,,,
PEDES_TB,PED_ACTIONS_CD,A,"CROSSING, ENTERING ROAD AT INTERSECTION",,,
PEDES_TB,PED_ACTIONS_CD,B,"CROSSING, ENTERING ROAD NOT AT INTERSECTION",,,
PEDES_TB,PED_ACTIONS_CD,C,WALKING IN ROAD - WITH TRAFFIC,,,
PEDES_TB,PED_ACTIONS_CD,D,WALKING IN ROAD - AGAINST TRAFFIC,,,
PEDES_TB,PED_ACTIONS_CD,E,SLEEPING IN ROADWAY,,,
PEDES_TB,PED_ACTIONS_CD,F,STANDING IN ROADWAY,,,
PEDES_TB,PED_ACTIONS_CD,G,GETTING ON OR OFF OTHER VEHICLE,,,
PEDES_TB,PED_ACTIONS_CD,H,"PUSHING, WORKING ON VEHICLE IN ROAD",,,
PEDES_TB,PED_ACTIONS_CD,I,OTHER WORKING IN ROADWAY,,,
PEDES_TB,PED_ACTIONS_CD,J,PLAYING IN ROADWAY,,,
PEDES_TB,PED_ACTIONS_CD,K,NOT IN ROADWAY,,,
PEDES_TB,PED_ACTIONS_CD,Y,UNKNOWN,,,
PEDES_TB,PED_ACTIONS_CD,Z,OTHER,,,
PEDES_TB,PED_ALCOHOL_CD,A,TEST REFUSED,,,
PEDES_TB,PED_ALCOHOL_CD,B,NO TEST GIVEN,,,
PEDES_TB,PED_ALCOHOL_CD,C,"TEST GIVEN, RESULTS PENDING",,,
PEDES_TB,PED_ALCOHOL_CD,D,"TEST GIVEN, BAC",,,
PEDES_TB,PED_COND_CD,A,NORMAL,,,
PEDES_TB,PED_COND_CD,B,INATTENTIVE,,,
PEDES_TB,PED_COND_CD,C,DISTRACTED,,,
PEDES_TB,PED_COND_CD,D,ILLNESS,,,
PEDES_TB,PED_COND_CD,E,FATIGUED,,,
PEDES_TB,PED_COND_CD,F,APPARENTLY ASLEEP/BLACKOUT,,,
PEDES_TB,PED_COND_CD,G,DRINKING ALCOHOL - IMPAIRED,,,
PEDES_TB,PED_COND_CD,H,DRINKING ALCOHOL - NOT IMPAIRED,,,
PEDES_TB,PED_COND_CD,I,DRUG USE - IMPAIRED,,,
PEDES_TB,PED_COND_CD,J,DRUG USE - NOT IMPAIRED,,,
PEDES_TB,PED_COND_CD,K,"PHYSICAL IMPAIRMENT (EYES, EAR, LIMB)",,,
PEDES_TB,PED_COND_CD,Y,UNKNOWN,,,
PEDES_TB,PED_COND_CD,Z,OTHER,,,
PEDES_TB,PED_DRUGS_CD,A,TEST NOT GIVEN,,,
PEDES_TB,PED_DRUGS_CD,B,"TEST GIVEN, RESULTS PENDING",,,
PEDES_TB,PED_DRUGS_CD,C,TEST REFUSED,,,
PEDES_TB,PED_DRUGS_CD,D,DRUGS REPORTED (SPECIFY IN NARRATIVE),,,
PEDES_TB,PED_INJ_CD,A,FATAL,,,
PEDES_TB,PED_INJ_CD,B,INCAPACITATING/SEVERE,,,
PEDES_TB,PED_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
PEDES_TB,PED_INJ_CD,D,POSSIBLE/COMPLAINT,,,
PEDES_TB,PED_INJ_CD,E,NO INJURY,,,
PEDES_TB,PED_TRAN_MED_CD,A,YES,,,
PEDES_TB,PED_TRAN_MED_CD,B,NO,,,
PEDES_TB,PED_TRAN_MED_CD,C,REFUSED AID,,,
PEDES_TB,PED_TRAN_MED_CD,Y,UNKNOWN,,,
TRAIN_TB,COND_EJEC_CD,A,NOT EJECTED,,,
TRAIN_TB,COND_EJEC_CD,B,TOTALLY EJECTED,,,
TRAIN_TB,COND_EJEC_CD,C,PARTIALLY EJECTED,,,
TRAIN_TB,COND_EJEC_CD,Y,UNKNOWN,,,
TRAIN_TB,COND_INJ_CD,A,FATAL,,,
TRAIN_TB,COND_INJ_CD,B,INCAPACITATING/SEVERE,,,
TRAIN_TB,COND_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
TRAIN_TB,COND_INJ_CD,D,POSSIBLE/COMPLAINT,,,
TRAIN_TB,COND_INJ_CD,E,NO INJURY,,,
TRAIN_TB,COND_POS_CD,A,FRONT SEAT - LEFT SIDE (MOTORCYCLE DRIVER),,,
TRAIN_TB,COND_POS_CD,B,FRONT SEAT - MIDDLE,,,
TRAIN_TB,COND_POS_CD,C,FRONT SEAT - RIGHT SIDE,,,
TRAIN_TB,COND_POS_CD,D,SECOND SEAT - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TRAIN_TB,COND_POS_CD,E,SECOND SEAT - MIDDLE,,,
TRAIN_TB,COND_POS_CD,F,SECOND SEAT - RIGHT SIDE,,,
TRAIN_TB,COND_POS_CD,G,THIRD ROW - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TRAIN_TB,COND_POS_CD,H,THIRD ROW - MIDDLE,,,
TRAIN_TB,COND_POS_CD,I,THIRD ROW - RIGHT SIDE,,,
TRAIN_TB,COND_POS_CD,J,SLEEPER SECTION OF CAB (TRUCK),,,
TRAIN_TB,COND_POS_CD,K,PASSENGER IN OTHER ENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TRAIN_TB,COND_POS_CD,L,PASSENGER IN OTHER UNENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TRAIN_TB,COND_POS_CD,M,PASSENGER ON TRAIN OR STREETCAR,,,
TRAIN_TB,COND_POS_CD,N,TRAILING UNIT,,,
TRAIN_TB,COND_POS_CD,O,RIDING ON VEHICLE EXTERIOR (NON-TRAILING UNIT),,,
TRAIN_TB,COND_POS_CD,Y,UNKNOWN,,,
TRAIN_TB,COND_TRAN_MED_CD,A,YES,,,
TRAIN_TB,COND_TRAN_MED_CD,B,NO,,,
TRAIN_TB,COND_TRAN_MED_CD,C,REFUSED AID,,,
TRAIN_TB,COND_TRAN_MED_CD,Y,UNKNOWN,,,
TRAIN_TB,COND_TRAP_EXTR_CD,A,NOT TRAPPED,,,
TRAIN_TB,COND_TRAP_EXTR_CD,B,TRAPPED/EXTRICATED,,,
TRAIN_TB,COND_TRAP_EXTR_CD,C,TRAPPED/NOT EXTRICATED,,,
TRAIN_TB,COND_TRAP_EXTR_CD,Y,UNKNOWN,,,
TRAIN_TB,CROSSING_SURF_CD,A,RUBBER MAT,,,
TRAIN_TB,CROSSING_SURF_CD,B,ASPHALT,,,
TRAIN_TB,CROSSING_SURF_CD,C,WOOD,,,
TRAIN_TB,CROSSING_SURF_CD,D,CONCRETE,,,
TRAIN_TB,CROSSING_SURF_CD,E,GRAVEL,,,
TRAIN_TB,CROSSING_SURF_CD,Z,OTHER,,,
TRAIN_TB,ENGR_EJEC_CD,A,NOT EJECTED,,,
TRAIN_TB,ENGR_EJEC_CD,B,TOTALLY EJECTED,,,
TRAIN_TB,ENGR_EJEC_CD,C,PARTIALLY EJECTED,,,
TRAIN_TB,ENGR_EJEC_CD,Y,UNKNOWN,,,
TRAIN_TB,ENGR_INJ_CD,A,FATAL,,,
TRAIN_TB,ENGR_INJ_CD,B,INCAPACITATING/SEVERE,,,
TRAIN_TB,ENGR_INJ_CD,C,NON-INCAPACITATING/MODERATE,,,
TRAIN_TB,ENGR_INJ_CD,D,POSSIBLE/COMPLAINT,,,
TRAIN_TB,ENGR_INJ_CD,E,NO INJURY,,,
TRAIN_TB,ENGR_POS_CD,A,FRONT SEAT - LEFT SIDE (MOTORCYCLE DRIVER),,,
TRAIN_TB,ENGR_POS_CD,B,FRONT SEAT - MIDDLE,,,
TRAIN_TB,ENGR_POS_CD,C,FRONT SEAT - RIGHT SIDE,,,
TRAIN_TB,ENGR_POS_CD,D,SECOND SEAT - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TRAIN_TB,ENGR_POS_CD,E,SECOND SEAT - MIDDLE,,,
TRAIN_TB,ENGR_POS_CD,F,SECOND SEAT - RIGHT SIDE,,,
TRAIN_TB,ENGR_POS_CD,G,THIRD ROW - LEFT SIDE (MOTORCYCLE PASSENGER),,,
TRAIN_TB,ENGR_POS_CD,H,THIRD ROW - MIDDLE,,,
TRAIN_TB,ENGR_POS_CD,I,THIRD ROW - RIGHT SIDE,,,
TRAIN_TB,ENGR_POS_CD,J,SLEEPER SECTION OF CAB (TRUCK),,,
TRAIN_TB,ENGR_POS_CD,K,PASSENGER IN OTHER ENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TRAIN_TB,ENGR_POS_CD,L,PASSENGER IN OTHER UNENCLOSED PASSENGER OR CARGO AREA (NON-TRAILING UNIT),,,
TRAIN_TB,ENGR_POS_CD,M,PASSENGER ON TRAIN OR STREETCAR,,,
TRAIN_TB,ENGR_POS_CD,N,TRAILING UNIT,,,
TRAIN_TB,ENGR_POS_CD,O,RIDING ON VEHICLE EXTERIOR (NON-TRAILING UNIT),,,
TRAIN_TB,ENGR_POS_CD,Y,UNKNOWN,,,
TRAIN_TB,ENGR_TRAN_MED_CD,A,YES,,,
TRAIN_TB,ENGR_TRAN_MED_CD,B,NO,,,
TRAIN_TB,ENGR_TRAN_MED_CD,C,REFUSED AID,,,
TRAIN_TB,ENGR_TRAN_MED_CD,Y,UNKNOWN,,,
